COLL,COURSE,CRED,CREDagg,CRN,CRNagg,DELIVERY,PROFS,ROOM,TERM,TIMEBLOCK,TITLE
ED,EDUC 440:21,3,3,48066,48066,In-Person,"Coelho, Carla",CO342,2ND,A4/B5/C1/K2,Literacy in the Content Areas
ED,EDUC 440:22,3,3,48067,48067,In-Person,"Coelho, Carla",XH328,2ND,A2/B3/K4/L5,Literacy in the Content Areas
ED,EDUC 444:10,3,3,43968,43968,In-Person,"Foran, Andrew",XH126,1ST,B7/C7/C8/K8,Outdoor Experiential Education
ED,EDUC 447:20,3,3,56720,56720,In-Person,"Gilham, Christopher",XH228B,2ND,A5/B6/K7/L8,Mental Health Education
ED,EDUC 447:47,3,3,59024,59024,In-Person,,Off-campus,OC5,TBA,Mental Health Education
ED,EDUC 448A:10,3,3,58908,58908,In-Person,"MacGillivray, Shari",,1ST,A8/A9/B9/L7,C & I Sec Family Studies I
ED,EDUC 448B:20,3,3,58909,58909,In-Person,"Synishin, Suzanne",,2ND,A8/A9/B9/L7,C & I Sec Family Studies II
ED,EDUC 448B:47,3,3,59038,59038,In-Person,,Off-campus,OC5,TBA,C & I Sec Family Studies II
ED,EDUC 457A:10,3,3,56707,56707,In-Person,"Robinson, Daniel",CO150,1ST,A7/B8/C4/K5,C & I Early Elementary Phys Ed
ED,EDUC 457B:20,3,3,56724,56724,In-Person,"Robinson, Daniel",CO150,2ND,A7/B8/C4/K5,C & I Upper Elem Phys Ed
ED,EDUC 458:20,3,3,58911,58911,In-Person,"Power, Rachel",XH124,2ND,A8/A9/B9/L7,C & I in Visual Arts
ED,EDUC 458:47,3,3,59030,59030,In-Person,"Power, Rachel",Off-campus,OC7,TBA,C & I in Visual Arts
ED,EDUC 458:58,3,3,59020,59020,In-Person,"Power, Rachel",Off-campus,OC2,TBA,C & I in Visual Arts
ED,EDUC 463:11,3,3,56732,56732,In-Person,"Tucker, Allison",CO150,1ST,A4/B5/C1/K2,Elementary Assessment
ED,EDUC 463:12,3,3,58914,58914,In-Person,"Tucker, Allison",CO150,1ST,A2/B3/K4/L5,Elementary Assessment
ED,EDUC 463:47,3,3,59021,59021,In-Person,"Tucker, Allison",Off-campus,OC3,TBA,Elementary Assessment
ED,EDUC 464:10,3,3,57288,57288,In-Person,"Chisholm-MacDonald, Mary (Darlene)",XH126,1ST,A8/A9/B9/L7,Environmental Education
ED,EDUC 464:47,3,3,59016,59016,In-Person,"Chisholm-MacDonald, Mary (Darlene)",Off-campus,OC2,TBA,Environmental Education
ED,EDUC 469A:20,3,3,58915,58915,In-Person,"Sylliboy, Simon",XH228B,2ND,B7/C7/C8/K8,ST: Indigenous Pedagogy
ED,EDUC 469B:20,3,3,58910,58910,In-Person,"Tucker, Allison",XH126,2ND,A4/B5/C1/K2,ST: Elementary Play Learning
ED,EDUC 471:10,3,3,44007,44007,In-Person,"Powers, Rebecca (Becky)",,1ST,TBA,Internship I
ED,EDUC 472:10,3,3,58929,58929,In-Person,"Power, Rachel",,1ST,TBA,Internship II
ED,EDUC 472:20,3,3,44008,44008,In-Person,"Powers, Rebecca (Becky)",,2ND,TBA,Internship II
ED,EDUC 481:10,3,3,44009,44009,In-Person,"Powers, Rebecca (Becky)",,1ST,TBA,Internship III
ED,EDUC 481:20,3,3,58930,58930,In-Person,"Power, Rachel",,2ND,TBA,Internship III
ED,EDUC 481:47,3,3,59022,59022,In-Person,,Off-campus,OC4,TBA,Internship III
ED,EDUC 481:58,3,3,59023,59023,In-Person,,Off-campus,OC4,TBA,Internship III
ED,EDUC 482:10,3,3,58928,58928,In-Person,"Power, Rachel",,1ST,TBA,Internship IV
ED,EDUC 482:20,3,3,56220,56220,In-Person,"Powers, Rebecca (Becky)",,2ND,TBA,Internship IV
ED,EDUC 482:47,3,3,59031,59031,In-Person,,Off-campus,OC8,TBA,Internship IV
ED,EDUC 482:58,3,3,59032,59032,In-Person,,Off-campus,OC8,TBA,Internship IV
SC,EESC 171:10,3,3,58754,58754,In-Person,"McCarron, Travis",IM114,1ST,L4/L5/L6,Understanding the Earth
SC,EESC 171L:11,0,0,58755,58755,In-Person,"Rennie, Colette; McCarron, Travis",NFSC2041,1ST,R4,EESC 171 Lab
SC,EESC 171L:12,0,0,58786,58786,In-Person,"Rennie, Colette; McCarron, Travis",NFSC2041,1ST,Z7,EESC 171 Lab
SC,EESC 172:20,3,3,58757,58757,In-Person,"Risk, David",MULH2034,2ND,L4/L5/L6,"Envir., Climate & Resources"
SC,EESC 172L:21,0,0,58758,58758,In-Person,"Rennie, Colette",NFSC2041,2ND,R4,EESC 172 Lab
SC,EESC 172L:22,0,0,58759,58759,In-Person,"Rennie, Colette",NFSC2041,2ND,Z7,EESC 172 Lab
SC,EESC 173:10,3,3,58761,58761,In-Person,"Cunningham, Celeste",NFSC1072,1ST,S4/S5,Natural Hazards
SC,EESC 245:20,3,3,58762,58762,In-Person,"McCarron, Travis",NFSC2045,2ND,B1/B2/B3,Structural Geology
SC,EESC 245L:20,0,0,58763,58763,In-Person,"McCarron, Travis",NFSC2034,2ND,U7/W7,EESC 245 Lab
SC,EESC 265:20,3,3,58764,58764,In-Person,"Clark, Matthew",NFSC2045,2ND,A1/A2/A3,Data Analysis: Earth/Envir Sci
SC,EESC 265L:20,0,0,58765,58765,In-Person,"Clark, Matthew",NFSC2041,2ND,U8/Z8,EESC 265 Lab
SC,EESC 266:10,3,3,58795,58795,In-Person,"Kellman, Lisa",NFSC2045,1ST,B4/B5/B6,Hydrology
SC,EESC 266L:10,0,0,58767,58767,In-Person,"Kellman, Lisa",NFSC2045,1ST,U8/Z8,EESC 266 Lab
SC,EESC 272:20,3,3,58768,58768,In-Person,"Beltrami, Hugo",MULH4022,2ND,K1/K2/K3,Understanding Climate Change
SC,EESC 272L:20,0,0,58770,58770,In-Person,"Beltrami, Hugo",NFSC2041,2ND,O8/X8,EESC 272 Lab
SC,EESC 273:10,3,3,58771,58771,In-Person,"Bambrick Banks, Jillian",NFSC1072,1ST,E6,Health & the Environment
SC,EESC 274:20,3,3,58772,58772,In-Person,"Bambrick Banks, Jillian",NFSC1072,2ND,E6,Health Impacts: Climate Change
SC,EESC 277:20,3,3,58773,58773,In-Person,"Bambrick Banks, Jillian",IM114,2ND,K4/K5/K6,The Earth in Everyday Life
SC,EESC 279:10,3,3,58774,58774,In-Person,"Cunningham, Celeste",NFSC2041,1ST,B1/B2/B3,Earth's Crustal Materials
SC,EESC 279L:10,0,0,58775,58775,In-Person,"Cunningham, Celeste",NFSC2034,1ST,U7/W7,EESC 279 Lab
SC,EESC 301:20,3,3,58793,58793,In-Person,"Archibald, Donnelly",NFSC2045,2ND,C1/C2/C3,Genesis of Igneous Rocks
SC,EESC 301L:20,0,0,58794,58794,In-Person,"Archibald, Donnelly",NFSC2045,2ND,U7/W7,EESC 301 Lab
SC,EESC 303:10,3,3,58791,58791,In-Person,"McCarron, Travis",NFSC2045,1ST,E5,Mineralogy
SC,EESC 303L:10,0,0,58792,58792,In-Person,"McCarron, Travis",NFSC2041,1ST,U8/Z8,EESC 303 Lab
SC,EESC 304:20,3,3,58777,58777,In-Person,"Cunningham, Celeste",NFSC2041,2ND,C4/C5/C6,Sedimentology & Stratigraphy
SC,EESC 304L:20,0,0,58778,58778,In-Person,"Cunningham, Celeste",NFSC2034,2ND,O7/W8,EESC 304 Lab
SC,EESC 305:20,3,3,58787,58787,In-Person,"McCarron, Travis",NFSC2045,2ND,B4/B5/B6,Geochemistry
SC,EESC 305L:20,0,0,58788,58788,In-Person,"McCarron, Travis",NFSC2045,2ND,U8/Z8,EESC 305 Lab
SC,EESC 365:10,3,3,58779,58779,In-Person,"Bambrick Banks, Jillian",NFSC2041,1ST,C4/C5/C6,Geomorphol & Quanternary Geol
SC,EESC 365L:10,0,0,58780,58780,In-Person,"Bambrick Banks, Jillian",NFSC2034,1ST,X7/Z7,EESC 365 Lab
SC,EESC 376:20,3,3,58781,58781,In-Person,"Clark, Matthew",,2ND,TBA,Envir Earth Sci Field Course
SC,EESC 377:20,3,3,58782,58782,In-Person,"Clark, Matthew",NFSC2045,2ND,E6,Earth Observing
SC,EESC 377L:20,0,0,58783,58783,In-Person,"Clark, Matthew",NFSC2045,2ND,O7/W8,EESC 377 Lab
SC,EESC 473:20,3,3,58789,58789,In-Person,"Risk, David",NFSC2045,2ND,L1/L2/L3,Sustainable Energy Systems
SC,EESC 473L:20,0,0,58790,58790,In-Person,"Risk, David",NFSC2045,2ND,X7/Z7,EESC 473 Lab
SC,EESC 490:00,6,6,58852,58852,In-Person,"Bambrick Banks, Jillian",,FULL,TBA,Honours Thesis
SC,EESC 491:00,0,0,58784,58784,In-Person,"Bambrick Banks, Jillian",NFSC2045,FULL,A5,Senior Seminar
AR,ENGL 100:00H,6,6,58526,58526,In-Person,"Khoury, Joseph",MULH3024,FULL,B4/B5/B6,Literature & Critical Writing
AR,ENGL 111:11,3,3,51834,51834,In-Person,"Nilges, Mathias",MULH4034,1ST,E5,Lit. & Academic Writing I
AR,ENGL 111:12,3,3,51835,51835,In-Person,"Estill, Laura",MULH3022,1ST,O4/O5,Lit. & Academic Writing I
AR,ENGL 111:13,3,3,51836,51836,In-Person,"Moynagh, Maureen",MULH3022,1ST,A4/A5/A6,Lit. & Academic Writing I
AR,ENGL 111:14,3,3,51837,51837,In-Person,"Wilputte, Earla",CO265,1ST,K1/K2/K3,Lit. & Academic Writing I
AR,ENGL 111:15,3,3,51838,51838,In-Person,"Wright, Kailin",MULH3024,1ST,W7/W8,Lit. & Academic Writing I
AR,ENGL 111:16,3,3,55615,55615,In-Person,"Wright, Kailin",MULH3022,1ST,W4/W5,Lit. & Academic Writing I
AR,ENGL 111:17,3,3,58554,58554,In-Person,"Rushton, Cory",MULH4034,1ST,E4,Lit. & Academic Writing I
AR,ENGL 111:18,3,3,58555,58555,In-Person,"Wilputte, Earla",CO265,1ST,A1/A2/A3,Lit. & Academic Writing I
AR,ENGL 111:19,3,3,58654,58654,In-Person,"Potts, Jason",MULH3024,1ST,Z1/Z2,Lit. & Academic Writing I
AR,ENGL 111:21,3,3,58527,58527,In-Person,"Moynagh, Maureen",MULH4022,2ND,A4/A5/A6,Lit. & Academic Writing I
AR,ENGL 111:22,3,3,58528,58528,In-Person,"D'Arcy, Michael",MULH3022,2ND,E4,Lit. & Academic Writing I
AR,ENGL 111:23,3,3,58529,58529,In-Person,"McGillivray, Mary",MULH3026,2ND,W7/W8,Lit. & Academic Writing I
AR,ENGL 111:24,3,3,58530,58530,In-Person,"McGillivray, Mary",MULH3034,2ND,Z7/Z8,Lit. & Academic Writing I
AR,ENGL 111:25,3,3,57254,57254,In-Person,"Nilges, Mathias",MULH4022,2ND,E5,Lit. & Academic Writing I
AR,ENGL 111:66,3,3,58865,58865,Online-No Scheduled Delivery,"D'Arcy, Michael",Online,1ST,TBA,Lit. & Academic Writing I
AR,ENGL 111:67,3,3,58895,58895,Online-Scheduled Delivery,"Kilfoil, Kara",Online,2ND,TBA,Lit. & Academic Writing I
AR,ENGL 204:20,3,3,58553,58553,In-Person,"Estill, Laura",SCHW290,2ND,O4/O5,Shakespeare: Page/Stage/Online
AR,ENGL 210:10,3,3,58540,58540,In-Person,"Rushton, Cory",SCHW190,1ST,U7/U8,Bodies and Words
AR,ENGL 215:11,3,3,56795,56795,In-Person,"Potts, Jason",AX124,1ST,Z4/Z5,Literary Criticism Principles
AR,ENGL 219:10,3,3,58538,58538,In-Person,"Potts, Jason",CO265,1ST,W4/W5,How to Tell a Story
AR,ENGL 220:20,3,3,58548,58548,In-Person,"Rushton, Cory",MULH3026,2ND,U7/U8,"The Horror, The Horror"
AR,ENGL 225:20,3,3,58549,58549,In-Person,"Smith, Douglas",MULH3022,2ND,U7/U8,Creative Writing: Children's
AR,ENGL 226:10,3,3,58539,58539,In-Person,"Estill, Laura",CO265,1ST,X4/X5,Tablet to Tablet: Texts & Tech
AR,ENGL 227:20,3,3,58546,58546,In-Person,"McGillivray, Mary",MULH3026,2ND,W4/W5,Writing From Here
AR,ENGL 232:20,3,3,58547,58547,In-Person,"Potts, Jason",CO242,2ND,W4/W5,Why Care About Characters
AR,ENGL 233:10,3,3,58531,58531,In-Person,"Wright, Kailin",AX124,1ST,U7/U8,Children's Lit: 1865-Present
AR,ENGL 236:20,3,3,55623,55623,In-Person,"Rushton, Cory",MULH4034,2ND,U4/U5,Children's Film & Television
AR,ENGL 248:10,3,3,58536,58536,In-Person,"Nilges, Mathias",MULH3026,1ST,E4,Cli-Fi and Environmental Lit
AR,ENGL 249:10,3,3,58537,58537,In-Person,"D'Arcy, Michael",MULH4022,1ST,E4,Detective Fiction & Film
AR,ENGL 253:10,3,3,58648,58648,In-Person,"Wilputte, Earla",CO265,1ST,U4/U5,Coffeehouse Culture
AR,ENGL 254:20,3,3,58544,58544,In-Person,"Wilputte, Earla",CO120,2ND,U4/U5,Topics:18th Century Literature
AR,ENGL 257:20,3,3,58543,58543,In-Person,"Nilges, Mathias",SCHW290,2ND,E4,21st Century American Novel
AR,ENGL 267:10,3,3,55628,55628,In-Person,"Smith, Douglas",SCHW289,1ST,U7/U8,Introductory Creative Writing
AR,ENGL 282:20,3,3,58463,58463,In-Person,"Moynagh, Maureen",MULH3022,2ND,Z7/Z8,Literatures of Global Justice
AR,ENGL 301:10,3,3,58542,58542,In-Person,"D'Arcy, Michael",MULH3022,1ST,E5,European Film
AR,ENGL 304:20,3,3,58552,58552,In-Person,"Khoury, Joseph",CO120,2ND,Z4/Z5,Early Tudor & Elizabethan Ren
AR,ENGL 314:20,3,3,58649,58649,In-Person,"D'Arcy, Michael",MULH4032,2ND,E5,Contemporary Literary Theory
AR,ENGL 322:10,3,3,57268,57268,In-Person,"Smith, Douglas",SCHW289,1ST,W7/W8,Intermediate Creative Writing
AR,ENGL 327:10,3,3,58466,58466,In-Person,"MacLeod, Robbie",IM201,1ST,X4/X5,Medieval Ireland
AR,ENGL 328:20,3,3,58468,58468,In-Person,"MacLeod, Robbie",IM201,2ND,X4/X5,Medieval Wales
AR,ENGL 329:10,3,3,58462,58462,In-Person,"Moynagh, Maureen",MULH3022,1ST,Z7/Z8,Studies in Women Writers
AR,ENGL 338:20,3,3,58545,58545,In-Person,"Wright, Kailin",BB337,2ND,U7/U8,Studies in Canadian Drama
AR,ENGL 339:20,3,3,58550,58550,In-Person,"Nilges, Mathias",AX124,2ND,W7/W8,Cultural Theory Pop Culture
AR,ENGL 365:10,3,3,58534,58534,In-Person,"Stewart, Suzanne",SCHW289,1ST,Z7/Z8,Canadian Fiction
AR,ENGL 379:20,3,3,58841,58841,In-Person,"Potts, Jason",CO242,2ND,Z4/Z5,American Literature
AR,ENGL 388:20,3,3,58551,58551,In-Person,"Rushton, Cory",CO242,2ND,X4/X5,Heroic Literature: Middle Ages
AR,ENGL 391:10,3,3,57620,57620,In-Person,"McGillivray, Mary",CO242,1ST,W7/W8,ST: Poetry of Atlantic Canada
AR,ENGL 397:20,3,3,57627,57627,In-Person,"Wilputte, Earla",BB305,2ND,W7/W8,ST: Coquette
AR,ENGL 400:00,6,6,47049,47049,In-Person,"Khoury, Joseph",,FULL,TBA,Honours Thesis
AR,ENGL 491:10,3,3,55638,55638,In-Person,"McGillivray, Mary",CO242,1ST,W7/W8,ST: Poetry of Atlantic Canada
AR,ENGL 492:20,3,3,55640,55640,In-Person,"Wilputte, Earla",BB305,2ND,W7/W8,ST: Coquette
AR,ENGL 497:00,0,0,44116,44116,In-Person,"Khoury, Joseph",,FULL,TBA,Advanced Major Thesis
SC,ENGR 121:10,3,3,46958,46958,In-Person,"Zhou, Ping",SCHW110,1ST,A1/A2/A3/K4,Calculus I for Engineers
SC,ENGR 121L:11,0,0,41019,41019,In-Person,"Keizer, Peter",AX124,1ST,A4,ENGR 121 Problem Session
SC,ENGR 121L:12,0,0,54606,54606,In-Person,"Keizer, Peter",CO242,1ST,B5,ENGR 121 Problem Session
SC,ENGR 122:20,3,3,46959,46959,In-Person,"Zhou, Ping",MULH2030,2ND,A1/A2/A3/K4,Calculus II for Engineers
SC,ENGR 122L:21,0,0,41021,41021,In-Person,"Keizer, Peter",MULH3024,2ND,A4,ENGR 122 Problem Session
SC,ENGR 122L:22,0,0,54608,54608,In-Person,"Keizer, Peter",AX124,2ND,B5,ENGR 122 Problem Session
SC,ENGR 123:10,3,3,53813,53813,In-Person,"van den Hoogen, Robert",NFSC3034,1ST,A1/K5/L1,Linear Algebra for Engineers
SC,ENGR 123L:10,0,0,53815,53815,In-Person,"van den Hoogen, Robert",NFSC3034,1ST,A3/L2,ENGR 123 Lab
SC,ENGR 128:10,3,3,54129,54129,In-Person,"MacDonald, Brittany",GM001,1ST,K1/K2/K3,Engineering Design & Graphics
SC,ENGR 128L:11,0,0,54130,54130,In-Person,"MacDonald, Brittany",NFSC3035,1ST,O7/W8,ENGR 128 Lab
SC,ENGR 128L:12,0,0,54131,54131,In-Person,"Azad, Mohammad",NFSC3035,1ST,U8/Z8,ENGR 128 Lab
SC,ENGR 132:20,3,3,49900,49900,In-Person,"NGR - TBA,",NFSC1072,2ND,E7,Technical Communications
SC,ENGR 132L:20,0,0,57902,57902,In-Person,"NGR - TBA,",MULH3034,2ND,C9/K9,ENGR Design I Lab
SC,ENGR 136:20,3,3,46937,46937,In-Person,"Oguejiofor, Emeka",NFSC3034,2ND,B6/C1/C2,Statics
SC,ENGR 136L:21,0,0,43034,43034,In-Person,"Azad, Mohammad",NFSC3035,2ND,O7/W8,ENGR 136 Lab
SC,ENGR 136L:22,0,0,50874,50874,In-Person,"Azad, Mohammad",NFSC3035,2ND,U8/Z8,ENGR 136 Lab
SC,ENGR 147:10,3,3,58844,58844,In-Person,"Comeau, Frank",KC1018A,1ST,L1/L2/L3,Computer Programming
SC,ENGR 147L:10,0,0,58845,58845,In-Person,"Comeau, Frank",MULH3032,1ST,E7,ENGR 147 Lab
SC,ENGR 211:10,3,3,48907,48907,In-Person,"MacDonald, Brittany",NFSC3034,1ST,C1/C2/C3,Thermo-Fluids I
SC,ENGR 211L:10,0,0,48908,48908,In-Person,"Azad, Mohammad",NFSC3034,1ST,O8/X8,ENGR 211 Lab
SC,ENGR 212:20,3,3,48909,48909,In-Person,"MacDonald, Brittany",NFSC3034,2ND,C4/C5/C6,Thermo-Fluids II
SC,ENGR 212L:20,0,0,48910,48910,In-Person,"Azad, Mohammad",NFSC3034,2ND,U7/W7,ENGR 212 Lab
SC,ENGR 216:20,3,3,48905,48905,In-Person,"NGR - TBA,",NFSC2041,2ND,K1/K2/K3,Geology for Engineers
SC,ENGR 216L:20,0,0,48906,48906,In-Person,"NGR - TBA,",NFSC2034,2ND,O8/X8,ENGR 216 Lab
SC,ENGR 221:10,3,3,46938,46938,In-Person,"van den Hoogen, Robert",NFSC3034,1ST,B4/B6/C6,Differential Equation for Engr
SC,ENGR 221L:10,0,0,46939,46939,In-Person,"van den Hoogen, Robert",NFSC3034,1ST,A2/K4,ENGR 221 Lab
SC,ENGR 222:20,3,3,46940,46940,In-Person,"Salimi, Mehdi",MULH2034,2ND,A1/A2/A3,Calculus III for Engineers
SC,ENGR 222L:20,0,0,40542,40542,In-Person,"Keizer, Peter",NFSC3034,2ND,E4,ENGR 222 Lab
SC,ENGR 224:20,3,3,46942,46942,In-Person,"Cupido, Kyran",MULH2032,2ND,C1/C2/C3,Probability & Statistics
SC,ENGR 224L:20,0,0,46943,46943,In-Person,"Keizer, Peter",MULH2030,2ND,E5,ENGR 224 Lab
SC,ENGR 227:20,3,3,51281,51281,In-Person,"MacDonald, Brittany",NFSC3035,2ND,L1/L2/L3,Fundamentals of Process Engr
SC,ENGR 227L:20,0,0,51282,51282,In-Person,"MacDonald, Brittany",NFSC3034,2ND,C9/K9,ENGR 227 Lab
SC,ENGR 231:20,3,3,51283,51283,In-Person,"Oguejiofor, Emeka",NFSC3034,2ND,B1/B2/B3,Dynamics
SC,ENGR 231L:20,0,0,51284,51284,In-Person,"Azad, Mohammad",NFSC3035,2ND,O8/X8,ENGR 231 Lab
SC,ENGR 232:21,3,3,48914,48914,In-Person,"Oguejiofor, Emeka",NFSC3034,2ND,A4/A5/L5,Design & Communications II
SC,ENGR 232L:21,0,0,48915,48915,In-Person,"Oguejiofor, Emeka",NFSC3034,2ND,X7/Z7,ENGR 232 Lab
SC,ENGR 235:10,3,3,46947,46947,In-Person,"Oguejiofor, Emeka",NFSC3034,1ST,B1/B2/B3,Strength of Materials
SC,ENGR 235L:10,0,0,53807,53807,In-Person,"Oguejiofor, Emeka",NFSC3035,1ST,U7/W7,ENGR 235 Lab
SC,ENGR 237:10,3,3,46949,46949,In-Person,"Comeau, Frank",NFSC3034,1ST,K1/K2/K3,Basic Electric Circuits Theory
SC,ENGR 237L:11,0,0,44042,44042,In-Person,"Marjerrison, Casey",NFSC1079,1ST,O7/W8,ENGR 237 LAB
SC,ENGR 237L:12,0,0,51559,51559,In-Person,"Marjerrison, Casey",NFSC1079,1ST,U8/Z8,ENGR 237 LAB
SC,ENGR 238:20,3,3,50548,50548,In-Person,"Comeau, Frank",NFSC3034,2ND,L1/L2/L3,Digital Logic
SC,ENGR 238L:20,0,0,50550,50550,In-Person,"Marjerrison, Casey",NFSC1079,2ND,O7/W8,ENGR 238 LAB
SC,ENGR 242:10,3,3,51285,51285,In-Person,"Azad, Mohammad",NFSC3034,1ST,B5/K7/L3,Engineering Economics
SC,ENGR 242L:10,0,0,51286,51286,In-Person,"Azad, Mohammad",NFSC3034,1ST,A8/L7,ENGR 242 Lab
SC,ENGR 246:20,3,3,51292,51292,In-Person,"Comeau, Frank",NFSC3034,2ND,K1/K2/K3,Circuit Analysis
SC,ENGR 246L:20,0,0,51293,51293,In-Person,"Comeau, Frank",NFSC1079,2ND,C9/K9,ENGR 246 Lab
SC,ENGR 253:20,3,3,58846,58846,In-Person,"NGR - TBA,",NFSC3035,2ND,C4/C5/C6,Eng Modelling & Optimization
SC,ENGR 253L:20,0,0,58847,58847,In-Person,"Azad, Mohammad",NFSC3035,2ND,S5,ENGR 253 Lab
AR,FREN 111:11,3,3,51867,51867,In-Person,"Péladeau-Houle, Mendel",BB337,1ST,W4/W5,Basic French I
AR,FREN 111:12,3,3,57475,57475,In-Person,"Greco, Maria (Maria Cristina)",IM202,1ST,W7/W8,Basic French I
AR,FREN 111:20,3,3,51868,51868,In-Person,"Greco, Maria (Maria Cristina)",SCHW289,2ND,W4/W5,Basic French I
AR,FREN 111L:11,0,0,51887,51887,In-Person,"Maillet, David",IM210,1ST,B6,FREN 111 Lab
AR,FREN 111L:12,0,0,56466,56466,In-Person,"Maillet, David",IM210,1ST,L1,FREN 111 Lab
AR,FREN 111L:13,0,0,56467,56467,In-Person,"Maillet, David",IM210,1ST,K4,FREN 111 Lab
AR,FREN 111L:14,0,0,56468,56468,In-Person,"Maillet, David",IM210,1ST,C2,FREN 111 Lab
AR,FREN 111L:15,0,0,58341,58341,In-Person,"Maillet, David",,1ST,TBA,FREN 111 Lab
AR,FREN 111L:16,0,0,58076,58076,In-Person,"Maillet, David",IM210,1ST,L6,FREN 111 Lab
AR,FREN 111L:21,0,0,51893,51893,In-Person,"Maillet, David",IM210,2ND,B1,FREN 111 Lab
AR,FREN 111L:22,0,0,56473,56473,In-Person,"Maillet, David",IM210,2ND,C2,FREN 111 Lab
AR,FREN 111L:23,0,0,56474,56474,In-Person,"Maillet, David",IM210,2ND,K5,FREN 111 Lab
AR,FREN 111L:24,0,0,58342,58342,In-Person,"Maillet, David",,2ND,TBA,FREN 111 Lab
AR,FREN 112:21,3,3,51871,51871,In-Person,"Greco, Maria (Maria Cristina)",IM202,2ND,U7/U8,Basic French II
AR,FREN 112:22,3,3,57476,57476,In-Person,"Péladeau-Houle, Mendel",IM202,2ND,A4/A5/A6,Basic French II
AR,FREN 112L:21,0,0,51898,51898,In-Person,"Maillet, David",IM210,2ND,L7,FREN 112 Lab
AR,FREN 112L:22,0,0,56469,56469,In-Person,"Maillet, David",IM210,2ND,B3,FREN 112 Lab
AR,FREN 112L:23,0,0,56470,56470,In-Person,"Maillet, David",IM210,2ND,K3,FREN 112 Lab
AR,FREN 112L:24,0,0,57017,57017,In-Person,"Maillet, David",IM210,2ND,B6,FREN 112 Lab
AR,FREN 112L:25,0,0,58008,58008,In-Person,"Maillet, David",IM210,2ND,L4,FREN 112 Lab
AR,FREN 112L:26,0,0,58236,58236,In-Person,"Maillet, David",IM210,2ND,B5,FREN 112 Lab
AR,FREN 112L:27,0,0,58343,58343,In-Person,"Maillet, David",,2ND,TBA,FREN 112 Lab
AR,FREN 211:11,3,3,51872,51872,In-Person,"Kocay, Victor",IM201,1ST,O4/O5,Intermediate French I
AR,FREN 211:12,3,3,56483,56483,In-Person,"Faulkner, Morgan",KC1018A,1ST,W4/W5,Intermediate French I
AR,FREN 211:20,3,3,51874,51874,In-Person,"Kocay, Victor",CO110,2ND,Z4/Z5,Intermediate French I
AR,FREN 211L:11,0,0,51901,51901,In-Person,"Maillet, David",IM210,1ST,A7,FREN 211 Lab
AR,FREN 211L:12,0,0,56475,56475,In-Person,"Maillet, David",IM210,1ST,K7,FREN 211 Lab
AR,FREN 211L:13,0,0,56476,56476,In-Person,"Maillet, David",IM210,1ST,B9,FREN 211 Lab
AR,FREN 211L:14,0,0,56477,56477,In-Person,"Maillet, David",IM210,1ST,L3,FREN 211 Lab
AR,FREN 211L:15,0,0,57020,57020,In-Person,"Maillet, David",,1ST,TBA,FREN 211 Lab
AR,FREN 211L:21,0,0,51904,51904,In-Person,"Maillet, David",IM210,2ND,C4,FREN 211 Lab
AR,FREN 211L:22,0,0,58340,58340,In-Person,"Maillet, David",,2ND,TBA,FREN 211 Lab
AR,FREN 211L:23,0,0,56479,56479,In-Person,"Maillet, David",IM210,2ND,B9,FREN 211 Lab
AR,FREN 212:21,3,3,51876,51876,In-Person,"Kocay, Victor",IM202,2ND,O4/O5,Intermediate French II
AR,FREN 212:22,3,3,57477,57477,In-Person,"Péladeau-Houle, Mendel",IM201,2ND,A7/A8/A9,Intermediate French II
AR,FREN 212L:21,0,0,51910,51910,In-Person,"Maillet, David",,2ND,TBA,FREN 212 Lab
AR,FREN 212L:22,0,0,56480,56480,In-Person,"Maillet, David",IM210,2ND,A6,FREN 212 Lab
AR,FREN 212L:23,0,0,56481,56481,In-Person,"Maillet, David",IM210,2ND,L3,FREN 212 Lab
AR,FREN 212L:24,0,0,58010,58010,In-Person,"Maillet, David",IM210,2ND,L1,FREN 212 Lab
AR,FREN 225:20,3,3,57474,57474,In-Person,"Faulkner, Morgan",CO265,2ND,Z4/Z5,Business French I
AR,FREN 254:10,3,3,58339,58339,In-Person,"Faulkner, Morgan",MULH4030,1ST,W7/W8,Langue et Culture: Le Monde
AR,FREN 311:10,3,3,51880,51880,In-Person,"Péladeau-Houle, Mendel",IM201,1ST,A1/A2/A3,Advanced French I
AR,FREN 312:20,3,3,51882,51882,In-Person,"Péladeau-Houle, Mendel",IM201,2ND,A1/A2/A3,Advanced French II
AR,FREN 327:20,3,3,58337,58337,In-Person,"Kocay, Victor",IM201,2ND,O1/O2,French Writing I
AR,FREN 335:20,3,3,58640,58640,In-Person,"Faulkner, Morgan",CO242,2ND,Z7/Z8,Literature & Decolonization
AR,FREN 342:10,3,3,58336,58336,In-Person,"Kocay, Victor",IM201,1ST,O1/O2,Linguistics II
AR,FREN 398:10,3,3,58851,58851,In-Person,"Péladeau-Houle, Mendel",IM201,1ST,U4/U5,ST: Animal Ethics/French Art
AR,GERM 101:10,3,3,50610,50610,In-Person,"Lade, Marlis",MULH3022,1ST,X1/X2,German for Beginners I
AR,GERM 101L:11,0,0,56492,56492,In-Person,"Maillet, David",IM210,1ST,L7,GERM 101 Lab
